"rcp","country","country_iso3","year","msy_mt"
"RCP26","Antigua & Barbuda","ATG",2012,7.13077124874551
"RCP26","Antigua & Barbuda","ATG",2013,7.07071827109049
"RCP26","Antigua & Barbuda","ATG",2014,7.07460967550341
"RCP26","Antigua & Barbuda","ATG",2015,7.13111246553291
"RCP26","Antigua & Barbuda","ATG",2016,7.22741642729511
"RCP26","Antigua & Barbuda","ATG",2017,7.34738027255485
"RCP26","Antigua & Barbuda","ATG",2018,7.47364469971531
"RCP26","Antigua & Barbuda","ATG",2019,7.58877193696487
"RCP26","Antigua & Barbuda","ATG",2020,7.67530906474101
"RCP26","Antigua & Barbuda","ATG",2021,7.72070729351365
"RCP26","Antigua & Barbuda","ATG",2022,7.73175102105683
"RCP26","Antigua & Barbuda","ATG",2023,7.72009898588075
"RCP26","Antigua & Barbuda","ATG",2024,7.69735321107138
"RCP26","Antigua & Barbuda","ATG",2025,7.67512497910627
"RCP26","Antigua & Barbuda","ATG",2026,7.66252849851782
"RCP26","Antigua & Barbuda","ATG",2027,7.65905640737878
"RCP26","Antigua & Barbuda","ATG",2028,7.66173804945653
"RCP26","Antigua & Barbuda","ATG",2029,7.66759699985341
"RCP26","Antigua & Barbuda","ATG",2030,7.67364972539521
"RCP26","Antigua & Barbuda","ATG",2031,7.67754854213124
"RCP26","Antigua & Barbuda","ATG",2032,7.67929469093796
"RCP26","Antigua & Barbuda","ATG",2033,7.6795100549568
"RCP26","Antigua & Barbuda","ATG",2034,7.67881299316902
"RCP26","Antigua & Barbuda","ATG",2035,7.67781539585835
"RCP26","Antigua & Barbuda","ATG",2036,7.67679859828396
"RCP26","Antigua & Barbuda","ATG",2037,7.67634412635609
"RCP26","Antigua & Barbuda","ATG",2038,7.67626520151681
"RCP26","Antigua & Barbuda","ATG",2039,7.67637611211082
"RCP26","Antigua & Barbuda","ATG",2040,7.67649226770099
"RCP26","Antigua & Barbuda","ATG",2041,7.67685152068191
"RCP26","Antigua & Barbuda","ATG",2042,7.67740971236202
"RCP26","Antigua & Barbuda","ATG",2043,7.67807233525567
"RCP26","Antigua & Barbuda","ATG",2044,7.67888709103113
"RCP26","Antigua & Barbuda","ATG",2045,7.67973669542006
"RCP26","Antigua & Barbuda","ATG",2046,7.6804279053846
"RCP26","Antigua & Barbuda","ATG",2047,7.68114677234854
"RCP26","Antigua & Barbuda","ATG",2048,7.68183670506299
"RCP26","Antigua & Barbuda","ATG",2049,7.68244055642438
"RCP26","Antigua & Barbuda","ATG",2050,7.68290074157087
"RCP26","Antigua & Barbuda","ATG",2051,7.68312071355943
"RCP26","Antigua & Barbuda","ATG",2052,7.68315916317251
"RCP26","Antigua & Barbuda","ATG",2053,7.6829940847419
"RCP26","Antigua & Barbuda","ATG",2054,7.68260274909011
"RCP26","Antigua & Barbuda","ATG",2055,7.68196193554884
"RCP26","Antigua & Barbuda","ATG",2056,7.68108123884907
"RCP26","Antigua & Barbuda","ATG",2057,7.68029621860219
"RCP26","Antigua & Barbuda","ATG",2058,7.67994918315948
"RCP26","Antigua & Barbuda","ATG",2059,7.68038233637285
"RCP26","Antigua & Barbuda","ATG",2060,7.68193762823868
"RCP26","Antigua & Barbuda","ATG",2061,7.68479192807882
"RCP26","Antigua & Barbuda","ATG",2062,7.68851980279883
"RCP26","Antigua & Barbuda","ATG",2063,7.69252305380997
"RCP26","Antigua & Barbuda","ATG",2064,7.69620647988246
"RCP26","Antigua & Barbuda","ATG",2065,7.69897273475906
"RCP26","Antigua & Barbuda","ATG",2066,7.7003713100194
"RCP26","Antigua & Barbuda","ATG",2067,7.7006483354738
"RCP26","Antigua & Barbuda","ATG",2068,7.7001912954516
"RCP26","Antigua & Barbuda","ATG",2069,7.69938758804228
"RCP26","Antigua & Barbuda","ATG",2070,7.69862444667625
"RCP26","Antigua & Barbuda","ATG",2071,7.69820340763389
"RCP26","Antigua & Barbuda","ATG",2072,7.69810339408248
"RCP26","Antigua & Barbuda","ATG",2073,7.69821478920947
"RCP26","Antigua & Barbuda","ATG",2074,7.69842904346686
"RCP26","Antigua & Barbuda","ATG",2075,7.69863598135466
"RCP26","Antigua & Barbuda","ATG",2076,7.69874810246926
"RCP26","Antigua & Barbuda","ATG",2077,7.69877240324963
"RCP26","Antigua & Barbuda","ATG",2078,7.69873708224524
"RCP26","Antigua & Barbuda","ATG",2079,7.69867035150394
"RCP26","Antigua & Barbuda","ATG",2080,7.69860042444901
"RCP26","Antigua & Barbuda","ATG",2081,7.6985496432328
"RCP26","Antigua & Barbuda","ATG",2082,7.69851838595681
"RCP26","Antigua & Barbuda","ATG",2083,7.69850098613291
"RCP26","Antigua & Barbuda","ATG",2084,7.69849179403087
"RCP26","Antigua & Barbuda","ATG",2085,7.6984851788002
"RCP26","Antigua & Barbuda","ATG",2086,7.69847698757958
"RCP26","Antigua & Barbuda","ATG",2087,7.69846930898566
"RCP26","Antigua & Barbuda","ATG",2088,7.69846563754488
"RCP26","Antigua & Barbuda","ATG",2089,7.69846946453017
"RCP26","Antigua & Barbuda","ATG",2090,7.69848427777514
"RCP26","Antigua & Barbuda","ATG",2091,7.69851195125541
"RCP26","Antigua & Barbuda","ATG",2092,7.69854803438187
"RCP26","Antigua & Barbuda","ATG",2093,7.69858646329604
"RCP26","Antigua & Barbuda","ATG",2094,7.69862118899275
"RCP26","Antigua & Barbuda","ATG",2095,7.69864618105413
"RCP26","Antigua & Barbuda","ATG",2096,7.69865573552548
"RCP26","Antigua & Barbuda","ATG",2097,7.69864544530075
"RCP26","Antigua & Barbuda","ATG",2098,7.69861121153228
"RCP26","Antigua & Barbuda","ATG",2099,7.69854892796992
"RCP26","Antigua & Barbuda","ATG",2100,7.6984544711398
"RCP26","Bahamas","BHS",2012,109.874910021869
"RCP26","Bahamas","BHS",2013,109.867268278241
"RCP26","Bahamas","BHS",2014,109.798615692458
"RCP26","Bahamas","BHS",2015,109.688063987026
"RCP26","Bahamas","BHS",2016,109.549666704847
"RCP26","Bahamas","BHS",2017,109.435826203542
"RCP26","Bahamas","BHS",2018,109.397994722647
"RCP26","Bahamas","BHS",2019,109.487167726245
"RCP26","Bahamas","BHS",2020,109.754234792825
"RCP26","Bahamas","BHS",2021,110.218731113826
"RCP26","Bahamas","BHS",2022,110.815198811635
"RCP26","Bahamas","BHS",2023,111.450828514055
"RCP26","Bahamas","BHS",2024,112.03220256489
"RCP26","Bahamas","BHS",2025,112.466187602267
"RCP26","Bahamas","BHS",2026,112.687680233608
"RCP26","Bahamas","BHS",2027,112.750466018796
"RCP26","Bahamas","BHS",2028,112.736843263593
"RCP26","Bahamas","BHS",2029,112.728940259224
"RCP26","Bahamas","BHS",2030,112.808482957217
"RCP26","Bahamas","BHS",2031,113.031945579055
"RCP26","Bahamas","BHS",2032,113.35585246019
"RCP26","Bahamas","BHS",2033,113.711577388832
"RCP26","Bahamas","BHS",2034,114.030731166807
"RCP26","Bahamas","BHS",2035,114.244218094477
"RCP26","Bahamas","BHS",2036,114.296868230767
"RCP26","Bahamas","BHS",2037,114.22932297431
"RCP26","Bahamas","BHS",2038,114.090476464246
"RCP26","Bahamas","BHS",2039,113.929204193389
"RCP26","Bahamas","BHS",2040,113.794362953736
"RCP26","Bahamas","BHS",2041,113.728200575967
"RCP26","Bahamas","BHS",2042,113.706670528763
"RCP26","Bahamas","BHS",2043,113.706862496
"RCP26","Bahamas","BHS",2044,113.705879965049
"RCP26","Bahamas","BHS",2045,113.680893764066
"RCP26","Bahamas","BHS",2046,113.616123511199
"RCP26","Bahamas","BHS",2047,113.521587641508
"RCP26","Bahamas","BHS",2048,113.415316057875
"RCP26","Bahamas","BHS",2049,113.315315050633
"RCP26","Bahamas","BHS",2050,113.23957121083
"RCP26","Bahamas","BHS",2051,113.199993797943
"RCP26","Bahamas","BHS",2052,113.190248457206
"RCP26","Bahamas","BHS",2053,113.198592987258
"RCP26","Bahamas","BHS",2054,113.213271069146
"RCP26","Bahamas","BHS",2055,113.222521772546
"RCP26","Bahamas","BHS",2056,113.213106954413
"RCP26","Bahamas","BHS",2057,113.19084614646
"RCP26","Bahamas","BHS",2058,113.162030934952
"RCP26","Bahamas","BHS",2059,113.132945701912
"RCP26","Bahamas","BHS",2060,113.109865462353
"RCP26","Bahamas","BHS",2061,113.097435104452
"RCP26","Bahamas","BHS",2062,113.094293110813
"RCP26","Bahamas","BHS",2063,113.097380809597
"RCP26","Bahamas","BHS",2064,113.103691745704
"RCP26","Bahamas","BHS",2065,113.110188946469
"RCP26","Bahamas","BHS",2066,113.114153949195
"RCP26","Bahamas","BHS",2067,113.115455683224
"RCP26","Bahamas","BHS",2068,113.114180544309
"RCP26","Bahamas","BHS",2069,113.110414673672
"RCP26","Bahamas","BHS",2070,113.104243819582
"RCP26","Bahamas","BHS",2071,113.096224296232
"RCP26","Bahamas","BHS",2072,113.089080034285
"RCP26","Bahamas","BHS",2073,113.085961422602
"RCP26","Bahamas","BHS",2074,113.090040695447
"RCP26","Bahamas","BHS",2075,113.104458502551
"RCP26","Bahamas","BHS",2076,113.130919693646
"RCP26","Bahamas","BHS",2077,113.165416820858
"RCP26","Bahamas","BHS",2078,113.202477433358
"RCP26","Bahamas","BHS",2079,113.236627566627
"RCP26","Bahamas","BHS",2080,113.262391849323
"RCP26","Bahamas","BHS",2081,113.27578968054
"RCP26","Bahamas","BHS",2082,113.278845118903
"RCP26","Bahamas","BHS",2083,113.27507593571
"RCP26","Bahamas","BHS",2084,113.268000363644
"RCP26","Bahamas","BHS",2085,113.261136767166
"RCP26","Bahamas","BHS",2086,113.257266592708
"RCP26","Bahamas","BHS",2087,113.256229229796
"RCP26","Bahamas","BHS",2088,113.257126414365
"RCP26","Bahamas","BHS",2089,113.259059875401
"RCP26","Bahamas","BHS",2090,113.261131280082
"RCP26","Bahamas","BHS",2091,113.262614871457
"RCP26","Bahamas","BHS",2092,113.263477239617
"RCP26","Bahamas","BHS",2093,113.263857612547
"RCP26","Bahamas","BHS",2094,113.263895461168
"RCP26","Bahamas","BHS",2095,113.263730556918
"RCP26","Bahamas","BHS",2096,113.26346822031
"RCP26","Bahamas","BHS",2097,113.263075781446
"RCP26","Bahamas","BHS",2098,113.262485835496
"RCP26","Bahamas","BHS",2099,113.261630863014
"RCP26","Bahamas","BHS",2100,113.260443073461
"RCP26","Bahrain","BHR",2012,2.3981531911472
"RCP26","Bahrain","BHR",2013,2.33010511670973
"RCP26","Bahrain","BHR",2014,2.2829585892074
"RCP26","Bahrain","BHR",2015,2.25382862032087
"RCP26","Bahrain","BHR",2016,2.23908168565326
"RCP26","Bahrain","BHR",2017,2.2354832184581
"RCP26","Bahrain","BHR",2018,2.23929601859253
"RCP26","Bahrain","BHR",2019,2.24678304282951
"RCP26","Bahrain","BHR",2020,2.25420692090136
"RCP26","Bahrain","BHR",2021,2.25855230444898
"RCP26","Bahrain","BHR",2022,2.25979131553666
"RCP26","Bahrain","BHR",2023,2.25865745573859
"RCP26","Bahrain","BHR",2024,2.25579984194691
"RCP26","Bahrain","BHR",2025,2.25189192742824
"RCP26","Bahrain","BHR",2026,2.24770901021798
"RCP26","Bahrain","BHR",2027,2.24395067068835
"RCP26","Bahrain","BHR",2028,2.24135433101405
"RCP26","Bahrain","BHR",2029,2.24066008895207
"RCP26","Bahrain","BHR",2030,2.24260935625958
"RCP26","Bahrain","BHR",2031,2.24749331229895
"RCP26","Bahrain","BHR",2032,2.25413519185918
"RCP26","Bahrain","BHR",2033,2.26093229127783
"RCP26","Bahrain","BHR",2034,2.26627668078503
"RCP26","Bahrain","BHR",2035,2.26855226374032
"RCP26","Bahrain","BHR",2036,2.26933770133033
"RCP26","Bahrain","BHR",2037,2.26670086330551
"RCP26","Bahrain","BHR",2038,2.26297547323122
"RCP26","Bahrain","BHR",2039,2.26190092137278
"RCP26","Bahrain","BHR",2040,2.26854736295664
"RCP26","Bahrain","BHR",2041,2.28291280290051
"RCP26","Bahrain","BHR",2042,2.29820871548534
"RCP26","Bahrain","BHR",2043,2.30632217324893
"RCP26","Bahrain","BHR",2044,2.29914018952875
"RCP26","Bahrain","BHR",2045,2.26854976599197
"RCP26","Bahrain","BHR",2046,2.20987898043712
"RCP26","Bahrain","BHR",2047,2.13228566497093
"RCP26","Bahrain","BHR",2048,2.04835222150019
"RCP26","Bahrain","BHR",2049,1.97066264906954
"RCP26","Bahrain","BHR",2050,1.91180416205776
"RCP26","Bahrain","BHR",2051,1.89921835736836
"RCP26","Bahrain","BHR",2052,1.89930661420143
"RCP26","Bahrain","BHR",2053,1.8994100592153
"RCP26","Bahrain","BHR",2054,1.90083527281931
"RCP26","Bahrain","BHR",2055,1.91222661833993
"RCP26","Bahrain","BHR",2056,1.9205514479011
"RCP26","Bahrain","BHR",2057,1.92257169705121
"RCP26","Bahrain","BHR",2058,1.92042936373655
"RCP26","Bahrain","BHR",2059,1.91626638643371
"RCP26","Bahrain","BHR",2060,1.91222471349005
"RCP26","Bahrain","BHR",2061,1.91054002625737
"RCP26","Bahrain","BHR",2062,1.91013092012202
"RCP26","Bahrain","BHR",2063,1.91056403311792
"RCP26","Bahrain","BHR",2064,1.91140600983266
"RCP26","Bahrain","BHR",2065,1.91222350141315
"RCP26","Bahrain","BHR",2066,1.91282110646246
"RCP26","Bahrain","BHR",2067,1.912966113478
"RCP26","Bahrain","BHR",2068,1.91281230251525
"RCP26","Bahrain","BHR",2069,1.91251345310504
"RCP26","Bahrain","BHR",2070,1.91222334579441
"RCP26","Bahrain","BHR",2071,1.91210248753946
"RCP26","Bahrain","BHR",2072,1.91207321380725
"RCP26","Bahrain","BHR",2073,1.91210438514004
"RCP26","Bahrain","BHR",2074,1.91216486170273
"RCP26","Bahrain","BHR",2075,1.91222350346789
"RCP26","Bahrain","BHR",2076,1.91226626643649
"RCP26","Bahrain","BHR",2077,1.91227646377195
"RCP26","Bahrain","BHR",2078,1.91226516795666
"RCP26","Bahrain","BHR",2079,1.91224345128623
"RCP26","Bahrain","BHR",2080,1.91222238594524
"RCP26","Bahrain","BHR",2081,1.91221352168077
"RCP26","Bahrain","BHR",2082,1.91221128435206
"RCP26","Bahrain","BHR",2083,1.91221343508105
"RCP26","Bahrain","BHR",2084,1.91221773505184
"RCP26","Bahrain","BHR",2085,1.91222194543163
"RCP26","Bahrain","BHR",2086,1.91222505414835
"RCP26","Bahrain","BHR",2087,1.91222584650609
"RCP26","Bahrain","BHR",2088,1.91222509941601
"RCP26","Bahrain","BHR",2089,1.91222358979631
"RCP26","Bahrain","BHR",2090,1.91222209456845
"RCP26","Bahrain","BHR",2091,1.91222143848227
"RCP26","Bahrain","BHR",2092,1.91222123401067
"RCP26","Bahrain","BHR",2093,1.91222134315014
"RCP26","Bahrain","BHR",2094,1.91222162789687
"RCP26","Bahrain","BHR",2095,1.91222195024555
"RCP26","Bahrain","BHR",2096,1.91222227341726
"RCP26","Bahrain","BHR",2097,1.91222246025072
"RCP26","Bahrain","BHR",2098,1.91222251673134
"RCP26","Bahrain","BHR",2099,1.91222244883495
"RCP26","Bahrain","BHR",2100,1.91222226252545
"RCP26","Barbados","BRB",2012,9.53184539694715
"RCP26","Barbados","BRB",2013,9.53802464571215
"RCP26","Barbados","BRB",2014,9.54248814880842
"RCP26","Barbados","BRB",2015,9.54545809349543
"RCP26","Barbados","BRB",2016,9.54674679723107
"RCP26","Barbados","BRB",2017,9.54695830895269
"RCP26","Barbados","BRB",2018,9.54655329972475
"RCP26","Barbados","BRB",2019,9.54587942451278
"RCP26","Barbados","BRB",2020,9.54525250455359
"RCP26","Barbados","BRB",2021,9.54497558734501
"RCP26","Barbados","BRB",2022,9.54496810895527
"RCP26","Barbados","BRB",2023,9.54511538790169
"RCP26","Barbados","BRB",2024,9.54523833398227
"RCP26","Barbados","BRB",2025,9.54516771932984
"RCP26","Barbados","BRB",2026,9.54471051467913
"RCP26","Barbados","BRB",2027,9.54405274066103
"RCP26","Barbados","BRB",2028,9.54339223738525
"RCP26","Barbados","BRB",2029,9.54292265161541
"RCP26","Barbados","BRB",2030,9.54283367705421
"RCP26","Barbados","BRB",2031,9.54324215024104
"RCP26","Barbados","BRB",2032,9.54401542963051
"RCP26","Barbados","BRB",2033,9.54495237592666
"RCP26","Barbados","BRB",2034,9.54584821038586
"RCP26","Barbados","BRB",2035,9.54649210075537
"RCP26","Barbados","BRB",2036,9.54631561444902
"RCP26","Barbados","BRB",2037,9.54609163256331
"RCP26","Barbados","BRB",2038,9.54584499214172
"RCP26","Barbados","BRB",2039,9.54560140634905
"RCP26","Barbados","BRB",2040,9.54538761436915
"RCP26","Barbados","BRB",2041,9.54503138160581
"RCP26","Barbados","BRB",2042,9.54485831737766
"RCP26","Barbados","BRB",2043,9.54481798520259
"RCP26","Barbados","BRB",2044,9.5448469244574
"RCP26","Barbados","BRB",2045,9.54488930193641
"RCP26","Barbados","BRB",2046,9.54475313395443
"RCP26","Barbados","BRB",2047,9.54467331986148
"RCP26","Barbados","BRB",2048,9.54462050628746
"RCP26","Barbados","BRB",2049,9.54456514869518
"RCP26","Barbados","BRB",2050,9.54447758054154
"RCP26","Barbados","BRB",2051,9.54428206537382
"RCP26","Barbados","BRB",2052,9.54408791510578
"RCP26","Barbados","BRB",2053,9.5439092574353
"RCP26","Barbados","BRB",2054,9.54375959710119
"RCP26","Barbados","BRB",2055,9.54365208213441
"RCP26","Barbados","BRB",2056,9.54356607193819
"RCP26","Barbados","BRB",2057,9.54354073447125
"RCP26","Barbados","BRB",2058,9.54355767801524
"RCP26","Barbados","BRB",2059,9.54359833030484
"RCP26","Barbados","BRB",2060,9.5436436322252
"RCP26","Barbados","BRB",2061,9.54366792615716
"RCP26","Barbados","BRB",2062,9.54368182239375
"RCP26","Barbados","BRB",2063,9.54368273126654
"RCP26","Barbados","BRB",2064,9.54367182718127
"RCP26","Barbados","BRB",2065,9.5436480492107
"RCP26","Barbados","BRB",2066,9.54358917931067
"RCP26","Barbados","BRB",2067,9.54352676428774
"RCP26","Barbados","BRB",2068,9.54346677338305
"RCP26","Barbados","BRB",2069,9.54341515199589
"RCP26","Barbados","BRB",2070,9.54337782521523
"RCP26","Barbados","BRB",2071,9.54335563922784
"RCP26","Barbados","BRB",2072,9.54335063420196
"RCP26","Barbados","BRB",2073,9.54335594652308
"RCP26","Barbados","BRB",2074,9.54336788482438
"RCP26","Barbados","BRB",2075,9.54337800948235
"RCP26","Barbados","BRB",2076,9.5433809449832
"RCP26","Barbados","BRB",2077,9.54337813454709
"RCP26","Barbados","BRB",2078,9.54337032002285
"RCP26","Barbados","BRB",2079,9.54335825116256
"RCP26","Barbados","BRB",2080,9.54334268063936
"RCP26","Barbados","BRB",2081,9.54332414774444
"RCP26","Barbados","BRB",2082,9.54330403405317
"RCP26","Barbados","BRB",2083,9.54328331277557
"RCP26","Barbados","BRB",2084,9.54326297170706
"RCP26","Barbados","BRB",2085,9.54324401571448
"RCP26","Barbados","BRB",2086,9.54322769497388
"RCP26","Barbados","BRB",2087,9.54321663153968
"RCP26","Barbados","BRB",2088,9.5432136196799
"RCP26","Barbados","BRB",2089,9.54322145087505
"RCP26","Barbados","BRB",2090,9.54324291150215
"RCP26","Barbados","BRB",2091,9.54327919704962
"RCP26","Barbados","BRB",2092,9.5433252932055
"RCP26","Barbados","BRB",2093,9.54337460034002
"RCP26","Barbados","BRB",2094,9.54342053901519
"RCP26","Barbados","BRB",2095,9.54345655459735
"RCP26","Barbados","BRB",2096,9.54347641812684
"RCP26","Barbados","BRB",2097,9.54347517610088
"RCP26","Barbados","BRB",2098,9.54344817505421
"RCP26","Barbados","BRB",2099,9.54339074894878
"RCP26","Barbados","BRB",2100,9.54329820508794
"RCP26","Belize","BLZ",2012,8.78318212399501
"RCP26","Belize","BLZ",2013,12.5860933080681
"RCP26","Belize","BLZ",2014,15.2415306927787
"RCP26","Belize","BLZ",2015,16.9024382223988
"RCP26","Belize","BLZ",2016,17.7318577964729
"RCP26","Belize","BLZ",2017,17.9331984861083
"RCP26","Belize","BLZ",2018,17.7196138723668
"RCP26","Belize","BLZ",2019,17.3044304991274
"RCP26","Belize","BLZ",2020,16.9009550440439
"RCP26","Belize","BLZ",2021,16.6770443011217
"RCP26","Belize","BLZ",2022,16.6212332488575
"RCP26","Belize","BLZ",2023,16.6768633858138
"RCP26","Belize","BLZ",2024,16.787356937221
"RCP26","Belize","BLZ",2025,16.8962964958592
"RCP26","Belize","BLZ",2026,16.95910783882
"RCP26","Belize","BLZ",2027,16.97874175005
"RCP26","Belize","BLZ",2028,16.9698408518815
"RCP26","Belize","BLZ",2029,16.9468786160634
"RCP26","Belize","BLZ",2030,16.9241286709071
"RCP26","Belize","BLZ",2031,16.9127813542679
"RCP26","Belize","BLZ",2032,16.9118647301226
"RCP26","Belize","BLZ",2033,16.9175376265515
"RCP26","Belize","BLZ",2034,16.9260356028576
"RCP26","Belize","BLZ",2035,16.9335791431851
"RCP26","Belize","BLZ",2036,16.9369606328712
"RCP26","Belize","BLZ",2037,16.9371907319216
"RCP26","Belize","BLZ",2038,16.9351421287806
"RCP26","Belize","BLZ",2039,16.931675976685
"RCP26","Belize","BLZ",2040,16.927634771596
"RCP26","Belize","BLZ",2041,16.9234378962806
"RCP26","Belize","BLZ",2042,16.9194994765938
"RCP26","Belize","BLZ",2043,16.9156987854546
"RCP26","Belize","BLZ",2044,16.9119483117967
"RCP26","Belize","BLZ",2045,16.9082081643604
"RCP26","Belize","BLZ",2046,16.9043109875293
"RCP26","Belize","BLZ",2047,16.9006399722569
"RCP26","Belize","BLZ",2048,16.8972705716275
"RCP26","Belize","BLZ",2049,16.8942820242123
"RCP26","Belize","BLZ",2050,16.891752466595
"RCP26","Belize","BLZ",2051,16.8896359766305
"RCP26","Belize","BLZ",2052,16.8880657621129
"RCP26","Belize","BLZ",2053,16.887006458488
"RCP26","Belize","BLZ",2054,16.8864077941915
"RCP26","Belize","BLZ",2055,16.8862149880845
"RCP26","Belize","BLZ",2056,16.8861422781269
"RCP26","Belize","BLZ",2057,16.8862850445976
"RCP26","Belize","BLZ",2058,16.8865661173661
"RCP26","Belize","BLZ",2059,16.8869018902588
"RCP26","Belize","BLZ",2060,16.8872005978898
"RCP26","Belize","BLZ",2061,16.8873735416198
"RCP26","Belize","BLZ",2062,16.8874392829535
"RCP26","Belize","BLZ",2063,16.8874181768512
"RCP26","Belize","BLZ",2064,16.8873372575433
"RCP26","Belize","BLZ",2065,16.8872203859931
"RCP26","Belize","BLZ",2066,16.8870692106667
"RCP26","Belize","BLZ",2067,16.8869284953699
"RCP26","Belize","BLZ",2068,16.8868103295724
"RCP26","Belize","BLZ",2069,16.8867269337594
"RCP26","Belize","BLZ",2070,16.8866905672276
"RCP26","Belize","BLZ",2071,16.886701657244
"RCP26","Belize","BLZ",2072,16.8867427420045
"RCP26","Belize","BLZ",2073,16.88678025994
"RCP26","Belize","BLZ",2074,16.8867806675189
"RCP26","Belize","BLZ",2075,16.8867108865712
"RCP26","Belize","BLZ",2076,16.8865490436012
"RCP26","Belize","BLZ",2077,16.8863266232549
"RCP26","Belize","BLZ",2078,16.8860834393776
"RCP26","Belize","BLZ",2079,16.8858574696165
"RCP26","Belize","BLZ",2080,16.885684968323
"RCP26","Belize","BLZ",2081,16.8855909876093
"RCP26","Belize","BLZ",2082,16.885562161234
"RCP26","Belize","BLZ",2083,16.8855754943544
"RCP26","Belize","BLZ",2084,16.8856083469451
"RCP26","Belize","BLZ",2085,16.8856380239217
"RCP26","Belize","BLZ",2086,16.8856471623774
"RCP26","Belize","BLZ",2087,16.8856409595105
"RCP26","Belize","BLZ",2088,16.8856301058698
"RCP26","Belize","BLZ",2089,16.8856253164033
"RCP26","Belize","BLZ",2090,16.8856372957198
"RCP26","Belize","BLZ",2091,16.8856731657876
"RCP26","Belize","BLZ",2092,16.8857259733319
"RCP26","Belize","BLZ",2093,16.8857852044439
"RCP26","Belize","BLZ",2094,16.8858403701809
"RCP26","Belize","BLZ",2095,16.8858810098167
"RCP26","Belize","BLZ",2096,16.8858973808541
"RCP26","Belize","BLZ",2097,16.8858826026648
"RCP26","Belize","BLZ",2098,16.8858304864484
"RCP26","Belize","BLZ",2099,16.8857348323051
"RCP26","Belize","BLZ",2100,16.8855894141993
"RCP26","Cape Verde","CPV",2012,154.19636551922
"RCP26","Cape Verde","CPV",2013,154.188002627605
"RCP26","Cape Verde","CPV",2014,154.205482033315
"RCP26","Cape Verde","CPV",2015,154.246892179383
"RCP26","Cape Verde","CPV",2016,154.283413108061
"RCP26","Cape Verde","CPV",2017,154.339956493284
"RCP26","Cape Verde","CPV",2018,154.38544564857
"RCP26","Cape Verde","CPV",2019,154.38753561181
"RCP26","Cape Verde","CPV",2020,154.313446633044
"RCP26","Cape Verde","CPV",2021,154.153469805695
"RCP26","Cape Verde","CPV",2022,153.986292127482
"RCP26","Cape Verde","CPV",2023,153.911113737087
"RCP26","Cape Verde","CPV",2024,154.0240072999
"RCP26","Cape Verde","CPV",2025,154.417277794646
"RCP26","Cape Verde","CPV",2026,155.082545068488
"RCP26","Cape Verde","CPV",2027,155.963148813962
"RCP26","Cape Verde","CPV",2028,156.95082851573
"RCP26","Cape Verde","CPV",2029,157.946470027325
"RCP26","Cape Verde","CPV",2030,158.859357492244
"RCP26","Cape Verde","CPV",2031,159.623460026621
"RCP26","Cape Verde","CPV",2032,160.243036125382
"RCP26","Cape Verde","CPV",2033,160.731768095408
"RCP26","Cape Verde","CPV",2034,161.09404798787
"RCP26","Cape Verde","CPV",2035,161.325268898473
"RCP26","Cape Verde","CPV",2036,161.132448494186
"RCP26","Cape Verde","CPV",2037,161.047129287417
"RCP26","Cape Verde","CPV",2038,161.035946945101
"RCP26","Cape Verde","CPV",2039,161.065751538688
"RCP26","Cape Verde","CPV",2040,161.103622651716
"RCP26","Cape Verde","CPV",2041,161.043495081648
"RCP26","Cape Verde","CPV",2042,161.025149973639
"RCP26","Cape Verde","CPV",2043,161.035295236553
"RCP26","Cape Verde","CPV",2044,161.060132334505
"RCP26","Cape Verde","CPV",2045,161.085426957592
"RCP26","Cape Verde","CPV",2046,160.996750334899
"RCP26","Cape Verde","CPV",2047,160.972836291737
"RCP26","Cape Verde","CPV",2048,160.989500597115
"RCP26","Cape Verde","CPV",2049,161.02287180936
"RCP26","Cape Verde","CPV",2050,161.049246048776
"RCP26","Cape Verde","CPV",2051,161.018809688745
"RCP26","Cape Verde","CPV",2052,160.985875719272
"RCP26","Cape Verde","CPV",2053,160.953848346767
"RCP26","Cape Verde","CPV",2054,160.926443685295
"RCP26","Cape Verde","CPV",2055,160.907690207067
"RCP26","Cape Verde","CPV",2056,160.892540466484
"RCP26","Cape Verde","CPV",2057,160.891021765503
"RCP26","Cape Verde","CPV",2058,160.895954974768
"RCP26","Cape Verde","CPV",2059,160.89997104274
"RCP26","Cape Verde","CPV",2060,160.895665250961
"RCP26","Cape Verde","CPV",2061,160.875818609527
"RCP26","Cape Verde","CPV",2062,160.847845923549
"RCP26","Cape Verde","CPV",2063,160.815183006935
"RCP26","Cape Verde","CPV",2064,160.78677275438
"RCP26","Cape Verde","CPV",2065,160.768017607939
"RCP26","Cape Verde","CPV",2066,160.744828720556
"RCP26","Cape Verde","CPV",2067,160.740526678263
"RCP26","Cape Verde","CPV",2068,160.747799455981
"RCP26","Cape Verde","CPV",2069,160.75940336811
"RCP26","Cape Verde","CPV",2070,160.768090794397
"RCP26","Cape Verde","CPV",2071,160.764386247618
"RCP26","Cape Verde","CPV",2072,160.75688051111
"RCP26","Cape Verde","CPV",2073,160.74797444107
"RCP26","Cape Verde","CPV",2074,160.740092666347
"RCP26","Cape Verde","CPV",2075,160.735659156657
"RCP26","Cape Verde","CPV",2076,160.735332234535
"RCP26","Cape Verde","CPV",2077,160.73988072076
